date,avg_away_points,avg_home_points,avg_total_points,amt_games
2025-11-17,65.24,87.12,152.35,34
2025-11-16,72.97,80.56,153.53,34
2025-11-15,71.99,82.78,154.77,82
2025-11-14,69.08,81.36,150.44,50
2025-11-13,67,85.08,152.08,26
2025-11-12,65.67,87.24,152.91,54
2025-11-11,68.95,85.13,154.09,82
2025-11-10,64.17,90.42,154.6,40
2025-11-09,68.38,86.21,154.59,34
2025-11-08,70.44,87.24,157.68,68
2025-11-07,67.5,86.08,153.58,76
2025-11-06,63.7,90.95,154.66,44
2025-11-05,57.69,91.29,148.97,35
2025-11-04,61.83,89.14,150.97,36
2025-11-03,64.15,90.85,155,169
2026-01-09,69.73,73.53,143.27,15
2026-01-08,72.82,74.58,147.4,57
2026-01-07,73.06,76.94,150,54
2026-01-06,75.9,75.21,151.1,29
2026-01-05,73.89,75.79,149.68,19
2026-01-04,69.53,76.6,146.12,40
2026-01-03,74.43,76.6,151.03,120
2026-01-02,69.39,77.82,147.21,33
2026-01-01,72.64,77.67,150.31,39
2025-12-31,72.08,77.27,149.35,49
2025-12-30,70.41,78.18,148.59,39
2025-12-29,66.72,84.57,151.29,68
2025-12-28,64.68,88.54,153.22,41
2025-12-27,61.67,95.67,157.33,3
2025-12-23,68,85.58,153.58,12
2025-12-22,63.75,90.7,154.46,61
2025-12-21,68.32,83.48,151.8,60
2025-12-20,69.81,81.8,151.61,75
2025-12-19,66.39,83.46,149.86,28
2025-12-18,72.19,82.66,154.84,32
2025-12-17,68.51,81.63,150.14,59
2025-12-16,69.07,85.51,154.58,45
2025-12-15,68.85,84.46,153.31,13
2025-12-14,64.06,85.12,149.19,32
2025-12-13,71.51,81.15,152.66,102
2025-12-12,67,86.23,153.23,13
2025-12-11,67.92,81.54,149.46,13
2025-12-10,64.03,85.13,149.16,38
2025-12-09,65.43,85.83,151.26,35
2025-12-08,63.29,90.57,153.86,7
2025-12-07,62.67,81.73,144.4,48
2025-12-06,71.14,79.74,150.88,116
2025-12-05,65.9,80.14,146.05,21
2025-12-04,67,83.55,150.55,11
2025-12-03,69.24,82.65,151.9,78
2025-12-02,70.69,80.9,151.59,58
2025-12-01,64.5,86.33,150.83,18
2025-11-30,70,75.67,145.67,33
2025-11-29,66.06,83.07,149.13,67
2025-11-28,68.83,76.91,145.74,58
2025-11-27,75.05,76,151.05,20
2025-11-26,70.1,78.25,148.35,72
2025-11-25,73.28,79.21,152.49,78
2025-11-24,72.73,78.58,151.31,62
2025-11-23,72.02,80.14,152.16,43
2025-11-22,70.36,84.16,154.51,45
2025-11-21,68.42,79.79,148.22,73
2025-11-20,70.37,86.18,156.55,38
2025-11-19,68.92,81.14,150.06,50
2025-11-18,68.13,84.79,152.93,68
2025-11-17,65.24,87.12,152.35,34
2025-11-16,72.97,80.56,153.53,34
2025-11-15,71.99,82.78,154.77,82
2025-11-14,69.08,81.36,150.44,50
2025-11-13,67,85.08,152.08,26
2025-11-12,65.67,87.24,152.91,54
2025-11-11,68.95,85.13,154.09,82
2025-11-10,64.17,90.42,154.6,40
2025-11-09,68.38,86.21,154.59,34
2025-11-08,70.44,87.24,157.68,68
2025-11-07,67.5,86.08,153.58,76
2025-11-06,63.7,90.95,154.66,44
2025-11-05,57.69,91.29,148.97,35
2025-11-04,61.83,89.14,150.97,36
2025-11-03,64.15,90.85,155,169
2026-01-10,74.09,75.65,149.74,149
2026-01-09,69.73,73.53,143.27,15
2026-01-08,72.82,74.58,147.4,57
2026-01-07,73.06,76.94,150,54
2026-01-06,75.9,75.21,151.1,29
2026-01-05,73.89,75.79,149.68,19
2026-01-04,69.53,76.6,146.12,40
2026-01-03,74.43,76.6,151.03,120
2026-01-02,69.39,77.82,147.21,33
2026-01-01,72.64,77.67,150.31,39
2025-12-31,72.08,77.27,149.35,49
2025-12-30,70.41,78.18,148.59,39
2025-12-29,66.72,84.57,151.29,68
2025-12-28,64.68,88.54,153.22,41
2025-12-27,61.67,95.67,157.33,3
2025-12-23,68,85.58,153.58,12
2025-12-22,63.75,90.7,154.46,61
2025-12-21,68.32,83.48,151.8,60
2025-12-20,69.81,81.8,151.61,75
2025-12-19,66.39,83.46,149.86,28
2025-12-18,72.19,82.66,154.84,32
2025-12-17,68.51,81.63,150.14,59
2025-12-16,69.07,85.51,154.58,45
2025-12-15,68.85,84.46,153.31,13
2025-12-14,64.06,85.12,149.19,32
2025-12-13,71.51,81.15,152.66,102
2025-12-12,67,86.23,153.23,13
2025-12-11,67.92,81.54,149.46,13
2025-12-10,64.03,85.13,149.16,38
2025-12-09,65.43,85.83,151.26,35
2025-12-08,63.29,90.57,153.86,7
2025-12-07,62.67,81.73,144.4,48
2025-12-06,71.14,79.74,150.88,116
2025-12-05,65.9,80.14,146.05,21
2025-12-04,67,83.55,150.55,11
2025-12-03,69.24,82.65,151.9,78
2025-12-02,70.69,80.9,151.59,58
2025-12-01,64.5,86.33,150.83,18
2025-11-30,70,75.67,145.67,33
2025-11-29,66.06,83.07,149.13,67
2025-11-28,68.83,76.91,145.74,58
2025-11-27,75.05,76,151.05,20
2025-11-26,70.1,78.25,148.35,72
2025-11-25,73.28,79.21,152.49,78
2025-11-24,72.73,78.58,151.31,62
2025-11-23,72.02,80.14,152.16,43
2025-11-22,70.36,84.16,154.51,45
2025-11-21,68.42,79.79,148.22,73
2025-11-20,70.37,86.18,156.55,38
2025-11-19,68.92,81.14,150.06,50
2025-11-18,68.13,84.79,152.93,68
2025-11-17,65.24,87.12,152.35,34
2025-11-16,72.97,80.56,153.53,34
2025-11-15,71.99,82.78,154.77,82
2025-11-14,69.08,81.36,150.44,50
2025-11-13,67,85.08,152.08,26
2025-11-12,65.67,87.24,152.91,54
2025-11-11,68.95,85.13,154.09,82
2025-11-10,64.17,90.42,154.6,40
2025-11-09,68.38,86.21,154.59,34
2025-11-08,70.44,87.24,157.68,68
2025-11-07,67.5,86.08,153.58,76
2025-11-06,63.7,90.95,154.66,44
2025-11-05,57.69,91.29,148.97,35
2025-11-04,61.83,89.14,150.97,36
2025-11-03,64.15,90.85,155,169
2026-01-11,73.8,75.25,149.05,20
2026-01-10,74.09,75.65,149.74,149
2026-01-09,69.73,73.53,143.27,15
2026-01-08,72.82,74.58,147.4,57
2026-01-07,73.06,76.94,150,54
2026-01-06,75.9,75.21,151.1,29
2026-01-05,73.89,75.79,149.68,19
2026-01-04,69.53,76.6,146.12,40
2026-01-03,74.43,76.6,151.03,120
2026-01-02,69.39,77.82,147.21,33
2026-01-01,72.64,77.67,150.31,39
2025-12-31,72.08,77.27,149.35,49
2025-12-30,70.41,78.18,148.59,39
2025-12-29,66.72,84.57,151.29,68
2025-12-28,64.68,88.54,153.22,41
2025-12-27,61.67,95.67,157.33,3
2025-12-23,68,85.58,153.58,12
2025-12-22,63.75,90.7,154.46,61
2025-12-21,68.32,83.48,151.8,60
2025-12-20,69.81,81.8,151.61,75
2025-12-19,66.39,83.46,149.86,28
2025-12-18,72.19,82.66,154.84,32
2025-12-17,68.51,81.63,150.14,59
2025-12-16,69.07,85.51,154.58,45
2025-12-15,68.85,84.46,153.31,13
2025-12-14,64.06,85.12,149.19,32
2025-12-13,71.51,81.15,152.66,102
2025-12-12,67,86.23,153.23,13
2025-12-11,67.92,81.54,149.46,13
2025-12-10,64.03,85.13,149.16,38
2025-12-09,65.43,85.83,151.26,35
2025-12-08,63.29,90.57,153.86,7
2025-12-07,62.67,81.73,144.4,48
2025-12-06,71.14,79.74,150.88,116
2025-12-05,65.9,80.14,146.05,21
2025-12-04,67,83.55,150.55,11
2025-12-03,69.24,82.65,151.9,78
2025-12-02,70.69,80.9,151.59,58
2025-12-01,64.5,86.33,150.83,18
2025-11-30,70,75.67,145.67,33
2025-11-29,66.06,83.07,149.13,67
2025-11-28,68.83,76.91,145.74,58
2025-11-27,75.05,76,151.05,20
2025-11-26,70.1,78.25,148.35,72
2025-11-25,73.28,79.21,152.49,78
2025-11-24,72.73,78.58,151.31,62
2025-11-23,72.02,80.14,152.16,43
2025-11-22,70.36,84.16,154.51,45
2025-11-21,68.42,79.79,148.22,73
2025-11-20,70.37,86.18,156.55,38
2025-11-19,68.92,81.14,150.06,50
2025-11-18,68.13,84.79,152.93,68
2025-11-17,65.24,87.12,152.35,34
2025-11-16,72.97,80.56,153.53,34
2025-11-15,71.99,82.78,154.77,82
2025-11-14,69.08,81.36,150.44,50
2025-11-13,67,85.08,152.08,26
2025-11-12,65.67,87.24,152.91,54
2025-11-11,68.95,85.13,154.09,82
2025-11-10,64.17,90.42,154.6,40
2025-11-09,68.38,86.21,154.59,34
2025-11-08,70.44,87.24,157.68,68
2025-11-07,67.5,86.08,153.58,76
2025-11-06,63.7,90.95,154.66,44
2025-11-05,57.69,91.29,148.97,35
2025-11-04,61.83,89.14,150.97,36
2025-11-03,64.15,90.85,155,169
2026-01-12,67.59,75,142.59,17
2026-01-11,73.8,75.25,149.05,20
2026-01-10,74.09,75.65,149.74,149
2026-01-09,69.73,73.53,143.27,15
2026-01-08,72.82,74.58,147.4,57
2026-01-07,73.06,76.94,150,54
2026-01-06,75.9,75.21,151.1,29
2026-01-05,73.89,75.79,149.68,19
2026-01-04,69.53,76.6,146.12,40
2026-01-03,74.43,76.6,151.03,120
2026-01-02,69.39,77.82,147.21,33
2026-01-01,72.64,77.67,150.31,39
2025-12-31,72.08,77.27,149.35,49
2025-12-30,70.41,78.18,148.59,39
2025-12-29,66.72,84.57,151.29,68
2025-12-28,64.68,88.54,153.22,41
2025-12-27,61.67,95.67,157.33,3
2025-12-23,68,85.58,153.58,12
2025-12-22,63.75,90.7,154.46,61
2025-12-21,68.32,83.48,151.8,60
2025-12-20,69.81,81.8,151.61,75
2025-12-19,66.39,83.46,149.86,28
2025-12-18,72.19,82.66,154.84,32
2025-12-17,68.51,81.63,150.14,59
2025-12-16,69.07,85.51,154.58,45
2025-12-15,68.85,84.46,153.31,13
2025-12-14,64.06,85.12,149.19,32
2025-12-13,71.51,81.15,152.66,102
2025-12-12,67,86.23,153.23,13
2025-12-11,67.92,81.54,149.46,13
2025-12-10,64.03,85.13,149.16,38
2025-12-09,65.43,85.83,151.26,35
2025-12-08,63.29,90.57,153.86,7
2025-12-07,62.67,81.73,144.4,48
2025-12-06,71.14,79.74,150.88,116
2025-12-05,65.9,80.14,146.05,21
2025-12-04,67,83.55,150.55,11
2025-12-03,69.24,82.65,151.9,78
2025-12-02,70.69,80.9,151.59,58
2025-12-01,64.5,86.33,150.83,18
2025-11-30,70,75.67,145.67,33
2025-11-29,66.06,83.07,149.13,67
2025-11-28,68.83,76.91,145.74,58
2025-11-27,75.05,76,151.05,20
2025-11-26,70.1,78.25,148.35,72
2025-11-25,73.28,79.21,152.49,78
2025-11-24,72.73,78.58,151.31,62
2025-11-23,72.02,80.14,152.16,43
2025-11-22,70.36,84.16,154.51,45
2025-11-21,68.42,79.79,148.22,73
2025-11-20,70.37,86.18,156.55,38
2025-11-19,68.92,81.14,150.06,50
2025-11-18,68.13,84.79,152.93,68
2025-11-17,65.24,87.12,152.35,34
2025-11-16,72.97,80.56,153.53,34
2025-11-15,71.99,82.78,154.77,82
2025-11-14,69.08,81.36,150.44,50
2025-11-13,67,85.08,152.08,26
2025-11-12,65.67,87.24,152.91,54
2025-11-11,68.95,85.13,154.09,82
2025-11-10,64.17,90.42,154.6,40
2025-11-09,68.38,86.21,154.59,34
2025-11-08,70.44,87.24,157.68,68
2025-11-07,67.5,86.08,153.58,76
2025-11-06,63.7,90.95,154.66,44
2025-11-05,57.69,91.29,148.97,35
2025-11-04,61.83,89.14,150.97,36
2025-11-03,64.15,90.85,155,169
2026-01-13,74.54,79.97,154.51,35
2026-01-12,67.59,75,142.59,17
2026-01-11,73.8,75.25,149.05,20
2026-01-10,74.07,75.64,149.72,149
2026-01-09,69.87,73.53,143.4,15
2026-01-08,72.82,74.58,147.4,57
2026-01-07,73.06,76.94,150,54
2026-01-06,75.9,75.21,151.1,29
2026-01-05,73.89,75.79,149.68,19
2026-01-04,69.53,76.6,146.12,40
2026-01-03,74.43,76.6,151.03,120
2026-01-02,69.39,77.82,147.21,33
2026-01-01,72.64,77.67,150.31,39
2025-12-31,72.08,77.27,149.35,49
2025-12-30,70.41,78.18,148.59,39
2025-12-29,66.72,84.57,151.29,68
2025-12-28,64.68,88.54,153.22,41
2025-12-27,61.67,95.67,157.33,3
2025-12-23,68,85.58,153.58,12
2025-12-22,63.75,90.7,154.46,61
2025-12-21,68.32,83.48,151.8,60
2025-12-20,69.81,81.8,151.61,75
2025-12-19,66.39,83.46,149.86,28
2025-12-18,72.19,82.66,154.84,32
2025-12-17,68.51,81.63,150.14,59
2025-12-16,69.07,85.51,154.58,45
2025-12-15,68.85,84.46,153.31,13
2025-12-14,64.06,85.12,149.19,32
2025-12-13,71.51,81.15,152.66,102
2025-12-12,67,86.23,153.23,13
2025-12-11,67.92,81.54,149.46,13
2025-12-10,64.03,85.13,149.16,38
2025-12-09,65.43,85.83,151.26,35
2025-12-08,63.29,90.57,153.86,7
2025-12-07,62.67,81.73,144.4,48
2025-12-06,71.14,79.74,150.88,116
2025-12-05,65.9,80.14,146.05,21
2025-12-04,67,83.55,150.55,11
2025-12-03,69.24,82.65,151.9,78
2025-12-02,70.69,80.9,151.59,58
2025-12-01,64.5,86.33,150.83,18
2025-11-30,70,75.67,145.67,33
2025-11-29,66.06,83.07,149.13,67
2025-11-28,68.83,76.91,145.74,58
2025-11-27,75.05,76,151.05,20
2025-11-26,70.1,78.25,148.35,72
2025-11-25,73.28,79.21,152.49,78
2025-11-24,72.73,78.58,151.31,62
2025-11-23,72.02,80.14,152.16,43
2025-11-22,70.36,84.16,154.51,45
2025-11-21,68.42,79.79,148.22,73
2025-11-20,70.37,86.18,156.55,38
2025-11-19,68.92,81.14,150.06,50
2025-11-18,68.13,84.79,152.93,68
2025-11-17,65.24,87.12,152.35,34
2025-11-16,72.97,80.56,153.53,34
2025-11-15,71.99,82.78,154.77,82
2025-11-14,69.08,81.36,150.44,50
2025-11-13,67,85.08,152.08,26
2025-11-12,65.67,87.24,152.91,54
2025-11-11,68.95,85.13,154.09,82
2025-11-10,64.17,90.42,154.6,40
2025-11-09,68.38,86.21,154.59,34
2025-11-08,70.44,87.24,157.68,68
2025-11-07,67.5,86.08,153.58,76
2025-11-06,63.7,90.95,154.66,44
2025-11-05,57.69,91.29,148.97,35
2025-11-04,61.83,89.14,150.97,36
2025-11-03,64.15,90.85,155,169
2026-01-14,74.62,77.03,151.66,61
2026-01-13,74.54,79.97,154.51,35
2026-01-12,67.59,75,142.59,17
2026-01-11,73.8,75.25,149.05,20
2026-01-10,74.07,75.64,149.72,149
2026-01-09,69.87,73.53,143.4,15
2026-01-08,72.82,74.58,147.4,57
2026-01-07,73.06,76.94,150,54
2026-01-06,75.9,75.21,151.1,29
2026-01-05,73.89,75.79,149.68,19
2026-01-04,69.53,76.6,146.12,40
2026-01-03,74.43,76.6,151.03,120
2026-01-02,69.39,77.82,147.21,33
2026-01-01,72.64,77.67,150.31,39
2025-12-31,72.08,77.27,149.35,49
2025-12-30,70.41,78.18,148.59,39
2025-12-29,66.72,84.57,151.29,68
2025-12-28,64.68,88.54,153.22,41
2025-12-27,61.67,95.67,157.33,3
2025-12-23,68,85.58,153.58,12
2025-12-22,63.75,90.7,154.46,61
2025-12-21,68.32,83.48,151.8,60
2025-12-20,69.81,81.8,151.61,75
2025-12-19,66.39,83.46,149.86,28
2025-12-18,72.19,82.66,154.84,32
2025-12-17,68.51,81.63,150.14,59
2025-12-16,69.07,85.51,154.58,45
2025-12-15,68.85,84.46,153.31,13
2025-12-14,64.06,85.12,149.19,32
2025-12-13,71.51,81.15,152.66,102
2025-12-12,67,86.23,153.23,13
2025-12-11,67.92,81.54,149.46,13
2025-12-10,64.03,85.13,149.16,38
2025-12-09,65.43,85.83,151.26,35
2025-12-08,63.29,90.57,153.86,7
2025-12-07,62.67,81.73,144.4,48
2025-12-06,71.14,79.74,150.88,116
2025-12-05,65.9,80.14,146.05,21
2025-12-04,67,83.55,150.55,11
2025-12-03,69.24,82.65,151.9,78
2025-12-02,70.69,80.9,151.59,58
2025-12-01,64.5,86.33,150.83,18
2025-11-30,70,75.67,145.67,33
2025-11-29,66.06,83.07,149.13,67
2025-11-28,68.83,76.91,145.74,58
2025-11-27,75.05,76,151.05,20
2025-11-26,70.1,78.25,148.35,72
2025-11-25,73.28,79.21,152.49,78
2025-11-24,72.73,78.58,151.31,62
2025-11-23,72.02,80.14,152.16,43
2025-11-22,70.36,84.16,154.51,45
2025-11-21,68.42,79.79,148.22,73
2025-11-20,70.37,86.18,156.55,38
2025-11-19,68.92,81.14,150.06,50
2025-11-18,68.13,84.79,152.93,68
2025-11-17,65.24,87.12,152.35,34
2025-11-16,72.97,80.56,153.53,34
2025-11-15,71.99,82.78,154.77,82
2025-11-14,69.08,81.36,150.44,50
2025-11-13,67,85.08,152.08,26
2025-11-12,65.67,87.24,152.91,54
2025-11-11,68.95,85.13,154.09,82
2025-11-10,64.17,90.42,154.6,40
2025-11-09,68.38,86.21,154.59,34
2025-11-08,70.44,87.24,157.68,68
2025-11-07,67.5,86.08,153.58,76
2025-11-06,63.7,90.95,154.66,44
2025-11-05,57.69,91.29,148.97,35
2025-11-04,61.83,89.14,150.97,36
2025-11-03,64.15,90.85,155,169
2026-01-15,75.84,77.06,152.9,49
2026-01-14,74.62,77.03,151.66,61
2026-01-13,74.54,79.97,154.51,35
2026-01-12,67.59,75,142.59,17
2026-01-11,73.8,75.25,149.05,20
2026-01-10,74.07,75.64,149.72,149
2026-01-09,69.87,73.53,143.4,15
2026-01-08,72.82,74.58,147.4,57
2026-01-07,73.06,76.94,150,54
2026-01-06,75.9,75.21,151.1,29
2026-01-05,73.89,75.79,149.68,19
2026-01-04,69.53,76.6,146.12,40
2026-01-03,74.43,76.6,151.03,120
2026-01-02,69.39,77.82,147.21,33
2026-01-01,72.64,77.67,150.31,39
2025-12-31,72.08,77.27,149.35,49
2025-12-30,70.41,78.18,148.59,39
2025-12-29,66.72,84.57,151.29,68
2025-12-28,64.68,88.54,153.22,41
2025-12-27,61.67,95.67,157.33,3
2025-12-23,68,85.58,153.58,12
2025-12-22,63.75,90.7,154.46,61
2025-12-21,68.32,83.48,151.8,60
2025-12-20,69.81,81.8,151.61,75
2025-12-19,66.39,83.46,149.86,28
2025-12-18,72.19,82.66,154.84,32
2025-12-17,68.51,81.63,150.14,59
2025-12-16,69.07,85.51,154.58,45
2025-12-15,68.85,84.46,153.31,13
2025-12-14,64.06,85.12,149.19,32
2025-12-13,71.51,81.15,152.66,102
2025-12-12,67,86.23,153.23,13
2025-12-11,67.92,81.54,149.46,13
2025-12-10,64.03,85.13,149.16,38
2025-12-09,65.43,85.83,151.26,35
2025-12-08,63.29,90.57,153.86,7
2025-12-07,62.67,81.73,144.4,48
2025-12-06,71.14,79.74,150.88,116
2025-12-05,65.9,80.14,146.05,21
2025-12-04,67,83.55,150.55,11
2025-12-03,69.24,82.65,151.9,78
2025-12-02,70.69,80.9,151.59,58
2025-12-01,64.5,86.33,150.83,18
2025-11-30,70,75.67,145.67,33
2025-11-29,66.06,83.07,149.13,67
2025-11-28,68.83,76.91,145.74,58
2025-11-27,75.05,76,151.05,20
2025-11-26,70.1,78.25,148.35,72
2025-11-25,73.28,79.21,152.49,78
2025-11-24,72.73,78.58,151.31,62
2025-11-23,72.02,80.14,152.16,43
2025-11-22,70.36,84.16,154.51,45
2025-11-21,68.42,79.79,148.22,73
2025-11-20,70.37,86.18,156.55,38
2025-11-19,68.92,81.14,150.06,50
2025-11-18,68.13,84.79,152.93,68
2025-11-17,65.24,87.12,152.35,34
2025-11-16,72.97,80.56,153.53,34
2025-11-15,71.99,82.78,154.77,82
2025-11-14,69.08,81.36,150.44,50
2025-11-13,67,85.08,152.08,26
2025-11-12,65.67,87.24,152.91,54
2025-11-11,68.95,85.13,154.09,82
2025-11-10,64.17,90.42,154.6,40
2025-11-09,68.38,86.21,154.59,34
2025-11-08,70.44,87.24,157.68,68
2025-11-07,67.5,86.08,153.58,76
2025-11-06,63.7,90.95,154.66,44
2025-11-05,57.69,91.29,148.97,35
2025-11-04,61.83,89.14,150.97,36
2025-11-03,64.15,90.85,155,169
2026-01-16,72,81.86,153.86,7
2026-01-15,75.84,77.06,152.9,49
2026-01-14,74.62,77.03,151.66,61
2026-01-13,74.54,79.97,154.51,35
2026-01-12,67.59,75,142.59,17
2026-01-11,73.8,75.25,149.05,20
2026-01-10,74.07,75.64,149.72,149
2026-01-09,69.87,73.53,143.4,15
2026-01-08,72.82,74.58,147.4,57
2026-01-07,73.06,76.94,150,54
2026-01-06,75.9,75.21,151.1,29
2026-01-05,73.89,75.79,149.68,19
2026-01-04,69.53,76.6,146.12,40
2026-01-03,74.43,76.6,151.03,120
2026-01-02,69.39,77.82,147.21,33
2026-01-01,72.64,77.67,150.31,39
2025-12-31,72.08,77.27,149.35,49
2025-12-30,70.41,78.18,148.59,39
2025-12-29,66.72,84.57,151.29,68
2025-12-28,64.68,88.54,153.22,41
2025-12-27,61.67,95.67,157.33,3
2025-12-23,68,85.58,153.58,12
2025-12-22,63.75,90.7,154.46,61
2025-12-21,68.32,83.48,151.8,60
2025-12-20,69.81,81.8,151.61,75
2025-12-19,66.39,83.46,149.86,28
2025-12-18,72.19,82.66,154.84,32
2025-12-17,68.51,81.63,150.14,59
2025-12-16,69.07,85.51,154.58,45
2025-12-15,68.85,84.46,153.31,13
2025-12-14,64.06,85.12,149.19,32
2025-12-13,71.51,81.15,152.66,102
2025-12-12,67,86.23,153.23,13
2025-12-11,67.92,81.54,149.46,13
2025-12-10,64.03,85.13,149.16,38
2025-12-09,65.43,85.83,151.26,35
2025-12-08,63.29,90.57,153.86,7
2025-12-07,62.67,81.73,144.4,48
2025-12-06,71.14,79.74,150.88,116
2025-12-05,65.9,80.14,146.05,21
2025-12-04,67,83.55,150.55,11
2025-12-03,69.24,82.65,151.9,78
2025-12-02,70.69,80.9,151.59,58
2025-12-01,64.5,86.33,150.83,18
2025-11-30,70,75.67,145.67,33
2025-11-29,66.06,83.07,149.13,67
2025-11-28,68.83,76.91,145.74,58
2025-11-27,75.05,76,151.05,20
2025-11-26,70.1,78.25,148.35,72
2025-11-25,73.28,79.21,152.49,78
2025-11-24,72.73,78.58,151.31,62
2025-11-23,72.02,80.14,152.16,43
2025-11-22,70.36,84.16,154.51,45
2025-11-21,68.42,79.79,148.22,73
2025-11-20,70.37,86.18,156.55,38
2025-11-19,68.92,81.14,150.06,50
2025-11-18,68.13,84.79,152.93,68
2025-11-17,65.24,87.12,152.35,34
2025-11-16,72.97,80.56,153.53,34
2025-11-15,71.99,82.78,154.77,82
2025-11-14,69.08,81.36,150.44,50
2025-11-13,67,85.08,152.08,26
2025-11-12,65.67,87.24,152.91,54
2025-11-11,68.95,85.13,154.09,82
2025-11-10,64.17,90.42,154.6,40
2025-11-09,68.38,86.21,154.59,34
2025-11-08,70.44,87.24,157.68,68
2025-11-07,67.5,86.08,153.58,76
2025-11-06,63.7,90.95,154.66,44
2025-11-05,57.69,91.29,148.97,35
2025-11-04,61.83,89.14,150.97,36
2025-11-03,64.15,90.85,155,169
2026-01-17,75.01,75.63,150.64,145
2026-01-16,72,81.86,153.86,7
2026-01-15,75.84,77.06,152.9,49
2026-01-14,74.62,77.03,151.66,61
2026-01-13,74.54,79.97,154.51,35
2026-01-12,67.59,75,142.59,17
2026-01-11,73.8,75.25,149.05,20
2026-01-10,74.07,75.64,149.72,149
2026-01-09,69.87,73.53,143.4,15
2026-01-08,72.82,74.58,147.4,57
2026-01-07,73.06,76.94,150,54
2026-01-06,75.9,75.21,151.1,29
2026-01-05,73.89,75.79,149.68,19
2026-01-04,69.53,76.6,146.12,40
2026-01-03,74.43,76.6,151.03,120
2026-01-02,69.39,77.82,147.21,33
2026-01-01,72.64,77.67,150.31,39
2025-12-31,72.08,77.27,149.35,49
2025-12-30,70.41,78.18,148.59,39
2025-12-29,66.72,84.57,151.29,68
2025-12-28,64.68,88.54,153.22,41
2025-12-27,61.67,95.67,157.33,3
2025-12-23,68,85.58,153.58,12
2025-12-22,63.75,90.7,154.46,61
2025-12-21,68.32,83.48,151.8,60
2025-12-20,69.81,81.8,151.61,75
2025-12-19,66.39,83.46,149.86,28
2025-12-18,72.19,82.66,154.84,32
2025-12-17,68.51,81.63,150.14,59
2025-12-16,69.07,85.51,154.58,45
2025-12-15,68.85,84.46,153.31,13
2025-12-14,64.06,85.12,149.19,32
2025-12-13,71.51,81.15,152.66,102
2025-12-12,67,86.23,153.23,13
2025-12-11,67.92,81.54,149.46,13
2025-12-10,64.03,85.13,149.16,38
2025-12-09,65.43,85.83,151.26,35
2025-12-08,63.29,90.57,153.86,7
2025-12-07,62.67,81.73,144.4,48
2025-12-06,71.14,79.74,150.88,116
2025-12-05,65.9,80.14,146.05,21
2025-12-04,67,83.55,150.55,11
2025-12-03,69.24,82.65,151.9,78
2025-12-02,70.69,80.9,151.59,58
2025-12-01,64.5,86.33,150.83,18
2025-11-30,70,75.67,145.67,33
2025-11-29,66.06,83.07,149.13,67
2025-11-28,68.83,76.91,145.74,58
2025-11-27,75.05,76,151.05,20
2025-11-26,70.1,78.25,148.35,72
2025-11-25,73.28,79.21,152.49,78
2025-11-24,72.73,78.58,151.31,62
2025-11-23,72.02,80.14,152.16,43
2025-11-22,70.36,84.16,154.51,45
2025-11-21,68.42,79.79,148.22,73
2025-11-20,70.37,86.18,156.55,38
2025-11-19,68.92,81.14,150.06,50
2025-11-18,68.13,84.79,152.93,68
2025-11-17,65.24,87.12,152.35,34
2025-11-16,72.97,80.56,153.53,34
2025-11-15,71.99,82.78,154.77,82
2025-11-14,69.08,81.36,150.44,50
2025-11-13,67,85.08,152.08,26
2025-11-12,65.67,87.24,152.91,54
2025-11-11,68.95,85.13,154.09,82
2025-11-10,64.17,90.42,154.6,40
2025-11-09,68.38,86.21,154.59,34
2025-11-08,70.44,87.24,157.68,68
2025-11-07,67.5,86.08,153.58,76
2025-11-06,63.7,90.95,154.66,44
2025-11-05,57.69,91.29,148.97,35
2025-11-04,61.83,89.14,150.97,36
2025-11-03,64.15,90.85,155,169
2026-01-18,76.92,83.23,160.15,13
2026-01-17,75.01,75.63,150.64,145
2026-01-16,72,81.86,153.86,7
2026-01-15,75.84,77.06,152.9,49
2026-01-14,74.62,77.03,151.66,61
2026-01-13,74.54,79.97,154.51,35
2026-01-12,67.59,75,142.59,17
2026-01-11,73.8,75.25,149.05,20
2026-01-10,74.07,75.64,149.72,149
2026-01-09,69.87,73.53,143.4,15
2026-01-08,72.82,74.58,147.4,57
2026-01-07,73.06,76.94,150,54
2026-01-06,75.9,75.21,151.1,29
2026-01-05,73.89,75.79,149.68,19
2026-01-04,69.53,76.6,146.12,40
2026-01-03,74.43,76.6,151.03,120
2026-01-02,69.39,77.82,147.21,33
2026-01-01,72.64,77.67,150.31,39
2025-12-31,72.08,77.27,149.35,49
2025-12-30,70.41,78.18,148.59,39
2025-12-29,66.72,84.57,151.29,68
2025-12-28,64.68,88.54,153.22,41
2025-12-27,61.67,95.67,157.33,3
2025-12-23,68,85.58,153.58,12
2025-12-22,63.75,90.7,154.46,61
2025-12-21,68.32,83.48,151.8,60
2025-12-20,69.81,81.8,151.61,75
2025-12-19,66.39,83.46,149.86,28
2025-12-18,72.19,82.66,154.84,32
2025-12-17,68.51,81.63,150.14,59
2025-12-16,69.07,85.51,154.58,45
2025-12-15,68.85,84.46,153.31,13
2025-12-14,64.06,85.12,149.19,32
2025-12-13,71.51,81.15,152.66,102
2025-12-12,67,86.23,153.23,13
2025-12-11,67.92,81.54,149.46,13
2025-12-10,64.03,85.13,149.16,38
